"year","workauthorization","country","gender","degree","college","department","major","graddate","status","employer.school","jobtitle.gradprogram","city","state.country","graddegree","useful","dateoffered","dateaccepted","jobfunction","employerindustry","numoffers"
2013,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCOR","F12","G","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S13","G","Yale School of Medicine","Medical Student","New Haven","CT","MD","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","S13","G","Not Reported","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","SHS","Psychology","PSY","S13","G","Not provided","",NA,NA,"","","","","","",NA
2013,"Non-US Citizen","China","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","ECE IMB","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S13","G","Boston University","Bioinformatics","Boston","MA","n/a","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","ECE IMB","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","Singapore","Male","BS","CIT","Mechanical Engineering","MEG","S13","G","Stanford University","MechE","Stanford","CA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S13","G","St. Georges School of Medicine","Medical Doctor","St. Georges","Grenada","MD","","","","","",NA
2013,"U.S. Citizen","Korea","Female","BS","Tepper","Business Administration","BA","S13","R","","",NA,NA,"","","","","","",NA
2013,"Non-US Citizen","Korea","Female","BS","MCS","Mathematical Sciences","MTHECO","S13",NA,"","",NA,NA,"","","","","","",NA
2013,"Non-US Citizen","Korea","Male","BS","Tepper","Business Administration","BA","S13","R","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Tepper","Business Administration","BA","S13","E","BNY Mellon","UX Designer","New York","NY","","I went to their career site and applied online.","9-Apr","9-Apr","Computer Science: Computer Systems Analysis","financial services/insurance",1
2013,"U.S. Citizen","United States","Female","BS","CIT","Civil & Environmental Engineering","CEE","S13","V","Teach for America","Corps Member/Teacher","New Orleans","LA","","","3/13/13","13-Apr","Teacher","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","S13","E","Accenture","System Integration Consulting Analyst","Philadelphia","PA","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","ECE IMB","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S13","G","TBD","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","English","CW","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Civil & Environmental Engineering","CEE","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Statistics","ECOSTA","S13","G","Carnegie Mellon University","Statistical Practice","Pittsburgh","PA","Masters","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S13","E","Educator","Smithsonian Science Education Institute","Washington","DC","","","","","","",NA
2013,"Non-US Citizen","Malaysia","Female","BS","Dietrich","Philosophy","LNGHSS","S13","E","Voice of the Children","Otak-Otak Intern","Milwaukee","WI","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BFA","CFA","Architecture","ARC","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Mathematical Sciences","MSCM","S13","E","Bank of America","Quantitative Management Associate","Charlotte","NC","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Music","Piano","S13","G","Carnegie Mellon University, Heinz College","Arts Management","Pittsburgh","PA","Master of Arts Management","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Materials Science","MSE","S13","S","Lives and is searching out in San Diego","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Modern Languages","HISPAN","S13","E","Carnegie Mellon University (INI)","Administrative Coordinator","Pittsburgh","PA","","","","","","",NA
2013,"Permanent Resident","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","E","Google","Software Engineer","Mountain View","CA","","","","","Electrical/Computer Engineering","technology",NA
2013,"Non-US Citizen","Singapore","Female","BS","CIT","Civil & Environmental Engineering","CEE","F12","E","Land Transport Authority","","Singapore","Singapore","","","","","Engineering Design","",NA
2013,"Permanent Resident","China","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S13","NS","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","SCS","Computer Science","CS","S13","E","Yelp Inc.","Software Engineer","New York","NY","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","ECE IMB","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","English","PW","S13","E","Carnegie Mellon University Computer Store","Sales Associate","Pittsburgh","PA","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CFA","Drama","Acting","S13","E","Self=Employed","Actor","Los Angeles","CA","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","SCS","Computer Science","CS","S13","E","TEKsystems ","Java Developer","Columbus","OH","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Tepper","Business Administration","BA","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","Taiwan","Male","BS","CIT","Mechanical Engineering","MEG","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Economics","ECO","S13","E","Goldman Sachs","Operations Analyst","Salt Lake City","UT","","Hired from summer internship","","","Management: Operations","financial services/insurance",NA
2013,"U.S. Citizen","United States","Male","BS","SCS","Computer Science","CS","S13","E","Northpoint Solutions","Associate Consultant","New York","NY","","","","","","",NA
2013,"Non-US Citizen","India","Male","BS","CIT","Mechanical Engineering","MEG","S13","E","father's textile company","",NA,"India","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Chemistry","CMY","S13","E","University of Pittsburgh","Research Technician","Pittsburgh","PA","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BFA","CFA","Architecture","MTHARC","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Music","MPPIA","S13","G","New England Conservatory","Collaborative Piano","Boston","MA","Master of Music","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Physics","PHY","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Civil & Environmental Engineering","CEE","S13","G","Carnegie Mellon University","Civil and Environmental Engineering","Pittsburgh","PA","Master","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S13","G","Carnegie Mellon University","Information Systems Management","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Philosophy","PHI","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Economics","ECO","S13","E","Rosetta","Analytics & Optimization Associate","Cleveland","OH","","Job Fair","8-Nov","8-Nov","Marketing: Marketing Research","consulting",5
2013,"U.S. Citizen","United States","Male","BS","CFA","Drama","Acting","S13","F","","","New York","NY","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","SCS","Computer Science","CS","S13","E","Google","Software Developer","Mountain View","CA","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","S13","NS","Start Up Institute New York","Sales/Business Development Track","New York","NY","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","COGSCI","S13","E","Human Computer Interaction Institute","User Experience Research & Design Coordinator","Pittsburgh","PA","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","SHS","Psychology","PSY","S13","G","Info not provided","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Tepper","Business Administration","BA","S13","E","NetSuite","Professional Service Analyst","Denver","CO","","TartanTRAK","9-Mar","9-Mar","Analyst: Business Analyst","technology",2
2013,"U.S. Citizen","United States","Female","BS","CIT","Chemical Engineering","CHE","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Biological Sciences","BSC","S13","G","Drexel University College of Medicine","Medical Student","Philadelphia","PA","MD","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Mechanical Engineering","MEG","S13","E","Defense Nuclear Facilities Safety Borad","Professional Development Program, General Engineer","Washington","DC","","job fair, hired from internship experience","","","to review contractor work in the field of defense nuclear facilities and advice on the validity of the work","government",1
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","POLMGMT","S13","E","PNC","Risk Management Development","Pittsburgh","PA","","","","","","finance",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Drama","Directing","S13","E","Lincoln Center Theatre Stage 3","Assistant Director","New York","NY","","","","","assitant directing","arts and entertainment",NA
2013,"U.S. Citizen","United States","Male","BS","Tepper","Business Administration","BA","S13","E","Oracle","Operations Program Manager","Burlington","MA","","Networking","9-May","9-May","Management: Operations","technology",1
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Statistics","STA","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Statistics","ECOSTA","S13","E","International Data Corporation","Research Analyst","Framingham","MA","","","","","Research","technology",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","F12","E","Mastercard","Associate Analyst","Purchase","NY","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Civil & Environmental Engineering","CEE","F12","E","Halvorson & Partners","","Chicago","IL","","Job Fair","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CFA","Drama","Acting","S13","F","","","Los Angeles","CA","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","SCS","Computer Science","CS","F12","E","Spiceworks","Software Developer","Austin","TX","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","SCS","Computer Science","CS","S13","E","Etsy","Software Engineer","New York","NY","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CFA","Drama","Acting","S13","F","","Actor","New York","NY","","","","","Acting","arts and entertainment",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Civil & Environmental Engineering","CEE","S13","G","Carnegie Mellon University","Civil and Environmental Engineering","Pittsburgh","PA","Master","","","","","",NA
2013,"Permanent Resident","United States","Male","BFA","CFA","Architecture","ARC","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Civil & Environmental Engineering","CEE","S13","E","Inflection","Operations Associate","Redwood","CA","","Networking","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CFA","Art","ART","Summer13","NR","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Physics","PHY","Summer13","E","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Art","BHA","S13","NS","gap year","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S13","G","UNC Chapel Hill","Fall 2014","Chapel Hill","NC","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","S13","G","Not Reported","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Civil & Environmental Engineering","CEE","S13","G","Carnegie Mellon University","Civil and Environmental Engineering","Pittsburgh","PA","Master","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","History","HIS","S13","E","Kent State University","Assistant Professor","Kent","OH","","","","","","",3
2013,"U.S. Citizen","United States","Male","BS","MCS","Biological Sciences","BSC","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S13","E","University of Michigan","Statistician Intermediate","Ann Arbor","MI","","","","","","",2
2013,"U.S. Citizen","United States","Female","BS","CFA","Drama","Design - Scenic","S13","F","Dane Laffrey","Scenic Design Intern","New York","NY","","","","","Scenic Design","arts and entrtainment",NA
2013,"Non-US Citizen","India","Male","BS","Tepper","Business Administration","BA","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","English","PW","S13","NS","","",NA,NA,"","","","","","",NA
2013,"Permanent Resident","United States","Female","BS","CIT","Civil & Environmental Engineering","CEE","S13","G","Carnegie Mellon University","Civil Engineering","Pittsburgh","PA","Master","","","","","",NA
2013,"Permanent Resident","United States","Female","BS","CIT","Chemical Engineering","CHE","S13",NA,"","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Music","MPVOI","S13","E","Colsa Corporation","Technical Writer","San Diego","CA","","","","","technical writer","technology",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Social & Decision Sciences","DECSCI","S13","E","Teach for America","High School English Teacher","Latta","SC","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CFA","Drama","Acting","S13","F","","","New York","NY","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Chemistry","CMY","S13","E","Barth Lab","Laboratory Technician","Pittsburgh","PA","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Biological Sciences","BSC","S13","E","UCLA-Thoracic Radiology Research Dept","Lab Technician","Westwood","CA","","Summer Internship","11/30/12","12-Dec","Research (Technical/Scientific)","healthcare",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S13","E","4Moms","Supply Chain Engineer","Pittsburgh","PA","","TOC","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S13","G","Teacher College at Columbia University","Developmental Psychology","New York","NY","MS","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","SCS","Computer Science","CS","S13","E","Google","Software Engineer","Mountain View","CA","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Social & Decision Sciences","POLMGMT","S13","E","Koreaboo","Web Developer","Seoul","South Korea","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","History","GS","S13","E","Global Works","Trip Leader",NA,"Nicaragua & Costa Rica","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Statistics","ECOSTA","S13","G","Carnegie Mellon University","Logic, Computation and Methodology","Pittsburgh","PA","Masters","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","M","S13","E","Teach for America","High School Math Teacher","Newark","NJ","","","","","","",NA
2013,NA,"United States",NA,"BFA","CFA","Design","COMDES","S13","E","IBM","Software Product Designer","Austin","TX","","Job Fair- COAC","","","","",2
2013,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","ECE  IMB","Pittsburgh","PA","MS ECE","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Social & Decision Sciences","POLMGMT","S13","G","Law School TBD","",NA,NA,"","","","","","",NA
2013,"Non-US Citizen","Korea","Male","BS","CIT","Civil & Environmental Engineering","CEE","F12","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Chemical Engineering","CHE","Summer13","E","O'Neal Incorporated","Process Engineer","Greenville","SC","","","12-Jul","12-Jul","Engineering:Process Engineering (Chemical)","consulting",NA
2013,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S13","G","University of South Carolina Keck School of Medicine","Medical Student","Columbia","SC","MD","","","","","",NA
2013,"Non-US Citizen","India","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","ECE IMB","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","S13","E","Merck","Engineer","New Brunswick","NJ","","TartanTrak","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S13","G","CMU","MEG","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Chemical Engineering","CHE","S13","E","Mom Trusted","Business Development","San Francisco","CA","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Materials Science","MSE","S13","G","Carnegie Mellon University","Material Science and Engineering","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Tepper","Business Administration","BA","S13","E","St. Moritz Building Services","Pricing and Program Development Analyst","Pittsburgh","PA","","","","","Finance: Financial Analyst","other",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Chemical Engineering","CHE","S13","G","Not Reported","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United Arab Emirates","Male","BS","CIT","Chemical Engineering","CHE","S13","G","CMU","Computational Biology ","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","ECE IMB","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","SCS","Computer Science","CS","F12","E","Goldman Sachs","Technology Analyst","New York","NY","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Economics","ECO","S13","E","Modcloth","Product Management Intern","Pittsburgh","PA","","Internet job listing site","","","Management: Product Management","consumer products/retail",1
2013,"U.S. Citizen","United States","Male","BS","SCS","Computer Science","CS","S13","E","Microsoft","Software Dveloper","Redmond","WA","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Mathematical Sciences","MSCM","S13","G","University of Illinois at Urbana Champagne","PhD/Teaching Assistant","Urbana","IL","PhD","","","","","",NA
2013,"U.S. Citizen","Canada","Male","BFA","CFA","Architecture","ARC","S13","E","Solomon Cordwell Buenz Architects","Junior Architectural Designer","San Francisco","CA","","Hired from Internship Experience","41334","41365","Architecture","architecture",3
2013,"U.S. Citizen","United States","Female","BS","CFA","Art","ART","S13","E","Carnegie Mellon University, Pre-college Art and Design Program","Assistant Director","Pittsburgh","PA","","networking","12-Apr","12-Apr","administrative","school",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S13","G","University of Michigan","Information Systems/HCI Emphasis","Ann Arbor","MI","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Social & Decision Sciences","POLMGMT","S13","E","Mogan Stanley Wealth Management","Associate","Pittsburgh","PA","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Civil & Environmental Engineering","CEE","S13","NR","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","E","National Instruments","Software Engineer","Austin","TX","","Job Fair TOC","","","Electrical/Computer","technology",NA
2013,"U.S. Citizen","United States","Male","BS","Tepper","Business Administration","BA","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Chemical Engineering","CHE","S13","E","Delphil FMC","Materials Eng","Warren","OH","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","SCS","Computer Science","CS","S13","G","University of Waterloo","CS (Quantum Computing)","Ontario","Canada","PhD","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Mathematical Sciences","MSCDML","S13","E","Independent Security Evaluators ","Security Analyst","Baltimore","MD","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Music","MPFLU","S13","G","San Francisco Conservatory of Music","Flute","San Francisco","CA","Master","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","ECE IMB","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Drama","Dramaturgy","S13","NR","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Mechanical Engineering","MEG","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Art","HSSART","S13","E","Self-Employed","Artist",NA,NA,"","","","","","video games and painting",NA
2013,"Non-US Citizen","Malaysia",NA,"BS","CIT","Electrical & Computer Engineering","Electrical and Computer Engineering                                                                 ","F12","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Civil & Environmental Engineering","CEE","S13","G","Carnegie Mellon University","Environmental Engineering","Pittsburgh","PA","Master","","","","","",NA
2013,"Non-US Citizen","Turkey","Male","BS","Tepper","Business Administration","BA","S13","G","University of California, Los Angeles","Real Estate",NA,NA,"Certificate","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S13","E","SpaceX","Structures Engineer","Los Angeles","CA","","internship","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","ECE  IMB","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","MCS","Chemistry","CMY","S13","G","University of Colorado at Boulder","Chemistry/PhD","Boulder","CO","PhD","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Tepper","Business Administration","BA","S13","E","Susquehanna International Group","GOLD Associate","Philadelphia","PA","","TartanTRAK","13-Apr","13-May","Operations/Production Management","financial services/insurance",NA
2013,NA,"United States",NA,"BFA","CFA","Design","INDDES","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Social & Decision Sciences","DECSCI","S13","G","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","Taiwan","Male","BS","CIT","Mechanical Engineering","MEG","S13","NS","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","DECSCI","S13","G","not provided","",NA,NA,"","","","","","",NA
2013,"Non-US Citizen","Turkey","Female","BS","SCS","Computer Science","CS","S13","E","Google","Software Engineer","Seattle","WA","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Physics","PHY","S13","G","Carnegie Mellon University/University of Pittsburgh","Computational Biology/PhD","Pittsburgh","PA","PhD","","","","","",NA
2013,"Permanent Resident","United States","Male","BS","MCS","Mathematical Sciences","MSCCAM","S13","E","Bloomberg","Financial Software Developer","New York","NY","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S13","G","Oregon State University College of Veterninary Medicine","Vet Student","Eugene","OR","n/a","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Dietrich","Statistics","ECOSTA","S13","G","Carnegie Mellon University","Statistical Practice","Pittsburgh","PA","Masters","","","","","",NA
2013,"Non-US Citizen","United Kingdom","Male","BS","Dietrich","Social & Decision Sciences","INTRELP","S13","E","Teach for America","Teacher","Newark","NJ","JD","","","","","",NA
2013,"Permanent Resident","United States","Male","BS","MCS","Mathematical Sciences","COMPFIN","S13","E","Credit Suisse","Trading Analyst",NA,NA,"","","","","","",NA
2013,"Non-US Citizen","Korea","Male","BS","Dietrich","Social & Decision Sciences","POLMGMT","S13","E","Salesforce.com","Technical Writing Intern","San Francisco","CA","","","","","","",0
2013,"Permanent Resident","United States","Male","BS","MCS","Mathematical Sciences","MSCCAM","S13","E","Epic","Software Developer","Madison","WI","","TartanTrak","10/31/12","12-Nov","Computer Science: Computer Software Engineering and Development","healthcare",NA
2013,"Non-US Citizen","Korea","Female","BS","Tepper","Business Administration","BA","S13","R","","",NA,NA,"","","","","","",NA
2013,"Non-US Citizen","Korea","Female","BS","CIT","Chemical Engineering","CHE","S13","G","UC Berkeley/UCSF","Bioengineering","San Francisco","CA","","","","","","",NA
2013,"Non-US Citizen","Korea","Female","BS","Dietrich","History","GS","S13","R","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Drama","Design - Lighting","S13","S","","","Nashville","TN","","","","","","",NA
2013,NA,"United States",NA,"BFA","CFA","Design","COMDES","S13","E","HarperCollins Publishers  (Children's Book Design Department)","Design Assistant","New York","NY","","Hired from Internship Experience","39916","41377","Communications: Design/Graphic Arts","publishing & printing",1
2013,NA,"United States",NA,"BFA","CFA","Design","INDDES","S13","E","","","Washington","DC","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Materials Science","MSE","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BFA","CFA","Architecture","ARC","S13","E","Antimodular Research","Researcher","Montreal","Canada","","Networking","41346","41346","Fabrication/Design","art/ r &d",3
2013,"U.S. Citizen","United States","Female","BS","Tepper","Business Administration","BA","S13","E","Citibank","Financial Analyst","New York","NY","","Hired from summer internship","8-Jul","8-Oct","Finance: Commercial Banking (Consumer)","financial services/insurance",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","ECE  IMB","Pittsburgh","PA","MS","","","","","",NA
2013,NA,"United States",NA,"BFA","CFA","Design","INDDES","S13","E","Philips","Industrial Design Intern","Pittsburgh","PA","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CIT","Mechanical Engineering","MEG","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BFA","CFA","Architecture","BHA","S13","S","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","English","CW","S13","G","Not provided","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CFA","Drama","Dramaturgy","S13","NR","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","Tepper","Business Administration","BA","S13","E","comScore","Client Service Analyst","New York","NY","","","","","Analyst: Business Analyst","consulting",NA
2013,"U.S. Citizen","United States","Male","BS","MCS","Biological Sciences","BSCNSC","S13","G","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Music","MPVIOLA","S13","G","Carnegie Mellon University, School of Music","Viola","Pittsburgh","PA","Advanced Music Certificate","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","CFA","Drama","Acting","S13","F","","","New York","NY","","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S13","G","Carnegie Mellon University","Electrical and Computer Engineering","Pittsburgh","PA","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BS","Dietrich","Statistics","ECOSTA","S13","E","Pittsburgh Public Schools","Research Assistant","Pittsburgh","PA","$36,000 ","","9-Apr","9-Apr","Research","education",1
2013,"Non-US Citizen","China","Male","BS","MCS","Mathematical Sciences","MSCOR","S13","G","Stanford","Management Science and Engineering/MS","Stanford","CA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Civil & Environmental Engineering","CEE","F12","E","","",NA,NA,"","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S13","G","CMU","MEG","Pittsburgh","PA","MS","","","","","",NA
2013,"U.S. Citizen","United States","Male","BS","SCS","Computer Science","CS","S13","E","Google","Software Engineer","Mountain View","CA","","","","","","",NA
2013,"U.S. Citizen","United States","Female","BFA","CFA","Architecture","ARC","S13","S","","",NA,NA,"","","","","","",NA
