year,workauthorization,country,gender,degree,college,department,major,graddate,status,employer.school,jobtitle.gradprogram,city,state.country,graddegree,useful,dateoffered,dateaccepted,jobfunction,employerindustry,numoffers
2013,Permanent Resident,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S13,E,Google,Software Engineer,Mountain View,CA,NA,NA,NA,NA,Electrical/Computer Engineering,technology,NA
2013,U.S. Citizen,United States,Female,BS,Dietrich,Economics,ECO,S13,E,Goldman Sachs,Operations Analyst,Salt Lake City,UT,NA,Hired from summer internship,NA,NA,Management: Operations,financial services/insurance,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S13,E,Google,Software Developer,Mountain View,CA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,Dietrich,Social & Decision Sciences,POLMGMT,S13,E,PNC,Risk Management Development,Pittsburgh,PA,NA,NA,NA,NA,NA,finance,NA
2013,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BA,S13,E,Oracle,Operations Program Manager,Burlington,MA,NA,Networking,9-May,9-May,Management: Operations,technology,1
2013,U.S. Citizen,United States,Male,BS,Dietrich,Social & Decision Sciences,DECSCI,S13,E,Teach for America,High School English Teacher,Latta,SC,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S13,E,Google,Software Engineer,Mountain View,CA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,MCS,Mathematical Sciences,M,S13,E,Teach for America,High School Math Teacher,Newark,NJ,NA,NA,NA,NA,NA,NA,NA
2013,NA,United States,NA,BFA,CFA,Design,COMDES,S13,E,IBM,Software Product Designer,Austin,TX,NA,Job Fair- COAC,NA,NA,NA,NA,2
2013,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S13,E,Merck,Engineer,New Brunswick,NJ,NA,TartanTrak,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,F12,E,Goldman Sachs,Technology Analyst,New York,NY,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S13,E,Microsoft,Software Dveloper,Redmond,WA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,CFA,Art,HSSART,S13,E,Self-Employed,Artist,NA,NA,NA,NA,NA,NA,NA,video games and painting,NA
2013,U.S. Citizen,United States,Male,BS,CIT,Mechanical Engineering,MEG,S13,E,SpaceX,Structures Engineer,Los Angeles,CA,NA,internship,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BA,S13,E,Susquehanna International Group,GOLD Associate,Philadelphia,PA,NA,TartanTRAK,13-Apr,13-May,Operations/Production Management,financial services/insurance,NA
2013,Non-US Citizen,Turkey,Female,BS,SCS,Computer Science,CS,S13,E,Google,Software Engineer,Seattle,WA,NA,NA,NA,NA,NA,NA,NA
2013,Non-US Citizen,United Kingdom,Male,BS,Dietrich,Social & Decision Sciences,INTRELP,S13,E,Teach for America,Teacher,Newark,NJ,JD,NA,NA,NA,NA,NA,NA
2013,Non-US Citizen,Korea,Male,BS,Dietrich,Social & Decision Sciences,POLMGMT,S13,E,Salesforce.com,Technical Writing Intern,San Francisco,CA,NA,NA,NA,NA,NA,NA,0
2013,Permanent Resident,United States,Male,BS,MCS,Mathematical Sciences,MSCCAM,S13,E,Epic,Software Developer,Madison,WI,NA,TartanTrak,10/31/12,12-Nov,Computer Science: Computer Software Engineering and Development,healthcare,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S13,E,Google,Software Engineer,Mountain View,CA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,Dietrich,Social & Decision Sciences,POLMGMT,S13,G,TBD,Post -bach Pre-med program,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S13,E,Palantir,Software Engineer,Palo Alto,CA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,NA,BS,SCS,Computer Science,CS,S13,E,Google,Platform Solutions Consultant,New York,NY,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,Dietrich,Social & Decision Sciences,DECSCI,F12,E,IBM,Consultant,New York,NY,"$77,000 ",NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S13,E,Google,Software Engineer,Mountain View,CA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,CFA,Art,ART,S13,E,Disney Research,Lab Associate,Pittsburgh,PA,NA,networking,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S13,E,Amazon,Software Development Engineer,Seattle,WA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S13,E,Amazon,Software Development Engineer,Seattle,WA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S13,E,Intel,CAD (Computer Automated Design) Engineer,Hillsboro,OR,NA,NA,12-Oct,12-Nov,Engineering,technology,NA
2013,U.S. Citizen,United States,Female,BS,CIT,Mechanical Engineering,MEG,S13,E,Ford Motor Company,Product Development,Dearborn,MI,NA,NA,NA,NA,sustainability mobility technology,NA,NA
2013,U.S. Citizen,United States,Female,BS,CFA,Art,ART,Summer13,E,Self-Employed,Artist and Entrepreneur (co-founder),San Francisco,CA,NA,NA,NA,NA,artist and sales,gallery / studio / beautique,NA
2013,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BA,S13,E,PNC,Risk Analyst,Pittsburgh,PA,NA,NA,NA,NA,Finance: Risk Management,financial services/insurance,NA
2013,Non-US Citizen,Malaysia,Male,BS,CIT,Chemical Engineering,CHE,S13,E,Palantir,Software Engineer,Palo Alto,CA,NA,Summer Internship,12-Jul,12-Aug,Computer Science:Computer Software Engineering and Development,computer science,NA
2013,Non-US Citizen,Korea,Male,BS,Dietrich,Economics,ECO,S13,E,Samsung,Corporate Finance,Seoul,South Korea,NA,NA,NA,NA,Finance: Corporate,manufacturing,NA
2013,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S13,E,Microsoft,Software Development Engineer,Bellevue,WA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S13,E,PNC,Model Validation Analyst,Pittsburgh,PA,NA,Networking,9-Mar,9-Mar,Finance: Financial Analysis,financial services/insurance,1
2013,U.S. Citizen,United States,Female,BS,Dietrich,English,CW,S13,NS,TBD,Fine Arts,NA,NA,MFA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S13,E,Apple,Hardware Engineer,Cupertino,CA,NA,NA,NA,NA,Electrical/Computer,technology,NA
2013,Non-US Citizen,Thailand,Female,BS,MCS,Mathematical Sciences,MSCM,S13,E,Amazon,Software Development Engineer,Seattle,WA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,CFA,Art,ART,Summer13,E,Self-Employed,Artist,Pittsburgh,PA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,Dietrich,Social & Decision Sciences,DECSCI,F12,E,Google,Associate Account Strategist,San Francisco,CA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,CFA,Art,BIOART,S13,E,Self-Employed,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S13,E,Amazon,Software Engineer,Seattle,WA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S13,E,Goldman Sachs,Analyst,Jersey City,NJ,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S13,E,Microsoft,Software Development Engineer,Redmond,WA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S13,E,Apple,Audio Engineer,Cupertino,CA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,CIT,Mechanical Engineering,MEG,S13,E,Accenture,Technical Analyst Consultant,Sacramento,CA,NA,NA,NA,NA,NA,NA,NA
2013,Non-US Citizen,China,Female,BS,MCS,Mathematical Sciences,MSCM,S13,E,Oracle,Software Engineer,Redwood Shores,CA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,Dietrich,Psychology,PSY,S13,G,TBD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,CFA,Other,Film,F12,E,Self-Employed,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,NA,United States,NA,BFA,CFA,Design,COMDES,S13,E,IBM,UX Designer,Austin,TX,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Female,BS,CFA,Art,ART,S13,E,Self-Employed,Artist,Pittsburgh,PA,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,Hong Kong,Male,BS,MCS,Mathematical Sciences,MSCORSTA,S13,E,Epic,Technical Services,Madison,WI,NA,NA,NA,NA,NA,NA,NA
2013,Non-US Citizen,Korea,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,F12,E,IBM,IT Consultant,Seoul,South Korea,NA,NA,NA,NA,NA,NA,NA
2013,U.S. Citizen,United States,Male,BS,CFA,Music,HSSMUS,S13,E,Self-Employed,Writer,Mahwah,NJ,NA,NA,NA,NA,NA,NA,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Mechanical Engineering,MEG,S14,E,SpaceX,Tooling Design Engineer,Los Angeles,CA,NA,Hired from summer internship,41487,41518,Engineering: Mechanical,manufacturing,3
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,ExxonMobil,Assurance Engineer,Houston,TX,NA,networking,41456,41579,Engineering Other,energy,3
2014,U.S. Citizen,United States,Male,BS,CIT,Mechanical Engineering,MEG,S14,E,Ford Motor Company,Product Development Engineer,Detroit,MI,NA,Job Fair,NA,41609,Engineering: Mechanical,manufacturing,2
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,General Electric,Sales Engineer,Philadelphia,PA,NA,NA,NA,NA,NA,NA,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,ExxonMobil,Flow Assurance Engineer,Pittsburgh,PA,NA,networking,NA,NA,Engineering Other,energy,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Mechanical Engineering,MEG,S14,E,Accenture,Consultant,Pittsburgh,PA,NA,tartantrak,NA,NA,Consulting: Management/Strategy,consulting,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Mechanical Engineering,MEG,S14,E,Schlumberger,Unknown,NA,TX,NA,NA,NA,NA,Engineering: Field Engineering,energy,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,ExxonMobil,Engineer,NA,NA,NA,TartanTRAK,NA,NA,Engineering,energy,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Mechanical Engineering,MEG,S14,E,Accenture,Consultant,New York,NY,NA,TartanTRAK & Hired from summer internship,41548,41579,Consulting: Management/Strategy,consulting,3
2014,U.S. Citizen,United States,Female,BS,CIT,Mechanical Engineering,MEG,S14,E,Accenture,Systems Integration Analyst,Washington,DC,NA,TartanTRAK,NA,NA,Analyst: Business,consulting,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,ExxonMobil,Process Design Engineer,Washington DC,NA,NA,hired from summer internship,41518,41579,Engineering Other,energy,1
2014,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S14,E,Aspen Technology,Assoicate Engineer,Melrose,MA,NA,Networking,NA,NA,Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S14,E,ExxonMobil,Supply Logistics Coordinator,Arlington,VA,NA,TartanTRAK,NA,NA,Engineering Other,energy,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Mechanical Engineering,MEG,S14,E,Ford Motor Company,FCG,Dearborn,MI,NA,"TartanTRAK, Networking & Job Fairs",NA,NA,Engineering: Mechanical,manufacturing,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S14,E,Accenture,Systems Integration Analyst,Washington DC,NA,NA,TartanTRAK,NA,NA,Analyst Other,consulting,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S14,E,Aspen Technology,NA,NA,NA,NA,NA,NA,NA,NA,technology,NA
2014,U.S. Citizen,Japan,Female,BS,CIT,Chemical Engineering,CHE,S14,E,BNY Mellon,Associate,New York,NY,NA,TartanTRAK,41579,41579,Finance Other,financial services,2
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S13,E,Schlumberger,Field Engineer,Midland,TX,NA,NA,NA,NA,Field Engineering,engineering,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,Aspen Technology,NA,NA,NA,NA,NA,NA,NA,NA,technology,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Mechanical Engineering,MEG,S14,E,Microsoft,Hardware Engineer,Seattle,WA,NA,Job Fair,NA,NA,Engineer: Electrical/Computer,technology,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,Accenture,Business & Systems Integration Analyst,Pittsburgh,PA,NA,networking,NA,NA,Business Analyst,consulting,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Civil & Environmental Engineering,CIV,S14,E,Schlumberger,Field Engineer,Oklahoma City,OK,NA,NA,41579,41640,Field Engineering,engineering,1
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,Accenture,Consulting Analyst,Pittsburgh,PA,NA,TartanTRAK,NA,NA,Analyst Other,consulting,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,Schlumberger,Field Engineer,Canonsburg,PA,NA,networking,NA,NA,Field Engineering,engineering,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Civil & Environmental Engineering,CIV,S14,E,IBM,Consultant,New York,NY,NA,Networking,41730,41760,Consulting Management/Strategy,consulting,5
2014,Non-US Citizen,India,Male,BS,CIT,Mechanical Engineering,MEG,S14,E,Ernst & Young,Staff,New York,NY,NA,Networking,41548,41579,Management: Human Resources,consulting,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Mechanical Engineering,MEG,S14,E,National Institutes of Health,Researcher,Bethesda,MD,NA,NA,NA,NA,Research,education,2
2014,U.S. Citizen,United States,Male,BS,CIT,Mechanical Engineering,MEG,S14,E,Boeing,Customer Support Engineer,Long Beach,CA,NA,Networking,NA,NA,Engineering: Project Engineering,manufacturing,1
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,ExxonMobil,Sales Engineer,Fairfax,VA,NA,job fair,41579,41579,Engineering Other,energy,4
2014,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S14,E,ExxonMobil,Analyst,Houston,TX,MS,internship,NA,NA,Analyst Other,energy,NA
2014,Non-US Citizen,India,Male,BS,CIT,Mechanical Engineering,MEG,S14,E,BlackRock,Analyst,New York,NY,NA,Networking & TartanTRAK,41548,41579,Finance: Financial Analysis,financial services,4
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,Accenture,Business & Systems Integration Analyst,Pittsburgh,PA,NA,networking,NA,NA,Business Analyst,consulting,NA
2014,U.S. Citizen,Other,Male,BS,CIT,Mechanical Engineering,MEG,S14,E,Deutsche Bank,Corporate Finance Analyst,New York,NY,NA,Internship,NA,NA,Finance: Financial Analysis,financial services,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S14,E,ExxonMobil,Contact Engineer,Houston,TX,NA,Job Fair,NA,NA,Engineering Other,energy,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Goldman Sachs,Technical Analyst,New York,NY,NA,NA,NA,NA,Engineering: Electrical/Computer,financial services,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S14,E,Schlumberger,Field Engineer,Conway,AR,NA,networking,NA,NA,Field Engineering,engineering,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S14,E,Merck,Associate Engineer,Hoboken,NJ,NA,Online Job Listing Site,41671,41699,Engineering,pharmaceuticals,4
2014,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S14,E,Epic Systems,NA,Madison,WI,NA,NA,NA,NA,NA,technology,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Chemical Engineering,CHE,S14,E,ExxonMobil,Technial Sales,Vienna,VA,NA,Job Fair,NA,NA,Business Development/Sales,energy,NA
2014,Non-US Citizen,India,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Facebook,Software Engineer,San Francisco,CA,NA,Tartantrak,NA,NA,Engineering: Electrical/Computer,technology,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S15,E,LinkedIn,Software Engineer,San Francisco,CA,NA,TartanTrack,NA,NA,Engineering: Electrical/Computer,marketing/communications,3
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S15,E,Amazon,Software Engineer,Tampa,FL,NA,Job Fair,NA,NA,Engineering: Electrical/Computer,retail,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Materials Science,MSE,S14,E,Accenture,Business & Systems Integration Analyst,Pittsburgh,PA,NA,TartanTRAK,NA,NA,Engineering: Materials,consulting,1
2014,Non-US Citizen,India,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Microsoft,Hardware Intern,Seattle,WA,NA,Job Fair,NA,NA,Engineering: Electrical/Computer,technology,NA
2014,U.S. Citizen,Taiwan,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Apple,Rotational Software Engineer,Cupertino,CA,NA,NA,NA,NA,Engineering: Electrical/Computer,technology,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Materials Science,MSE,S14,E,Accenture,Consultant,New York,NY,NA,NA,NA,NA,Analyst: Business,consulting,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Amazon,Software Development Engineer,Seattle,WA,NA,TartanTRAK,NA,NA,Engineering: Electrical/Computer,retail,2
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S15,E,Intel,CAD Research Intern,Hillsboro,OR,NA,"Netowrking, Hired from intership",NA,NA,Research and Development,technology,1
2014,U.S. Citizen,United States,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Google,Software Engineer,Mountain View,CA,NA,Hired from internship Experience,NA,NA,Engineering: Electrical/Computer,technology,1
2014,Non-US Citizen,Korea,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Goldman Sachs,Technology Analyst,New York,NY,NA,TartanTRAK,NA,NA,Engineering: Electrical/Computer,financial services,3
2014,U.S. Citizen,United States,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Microsoft,Program Manager,Seattle,WA,NA,Job Fair,NA,NA,Engineering: Electrical/Computer,technology,1
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S15,E,Amazon,Software Development Engineer,Seattle,WA,NA,Job Fair,NA,NA,Engineering: Electrical/Computer,retail,2
2014,U.S. Citizen,Taiwan,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Dropbox,Software Development Engineer,San Francisco,CA,NA,TartanTRAK,NA,NA,Engineering: Electrical/Computer,technology,5
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Google,Software Engineer,Pittsburgh,PA,NA,NA,NA,NA,Engineering: Electrical/Computer,technology,NA
2014,Permanent Resident,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Samsung,Intern,New York,NY,NA,NA,NA,NA,Engineering: Electrical/Computer,technology,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Palantir Technologies,Infrastructure Quality Engineer,Palo Alto,CA,NA,Hired from summer internship,NA,NA,Engineering: Electrical/Computer,technology,1
2014,Non-US Citizen,India,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Google,Software Engineer,Mountain View,CA,NA,Job Fair,NA,NA,Engineering: Electrical/Computer,technology,3
2014,Non-US Citizen,India,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Amazon,Software Devlopment Engineer,Seattle,WA,NA,Hired from Internship,NA,NA,Engineering: Electrical/Computer,retail,NA
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Palantir Technologies,User Experience Software Engineer,Palo Alto,CA,NA,Hired from Internship,NA,NA,Engineering: Electrical/Computer,technology,1
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Qualcomm,Display Software Engineer,Boston,MA,NA,TartanTRAK,NA,NA,Engineering: Electrical/Computer,technology,3
2014,U.S. Citizen,United States,Female,BS,CIT,Materials Science,MSE,S14,E,IBM,Business Analystics Consultant,Washington,DC,NA,Networking,NA,NA,Engineering: Materials,technology,2
2014,U.S. Citizen,United States,Female,BS,CIT,Materials Science,MSE,S14,E,General Electric,"Operations Management Leadership Program, Transportation",Erie,PA,NA,Hired from internship,NA,NA,Management: Operations,manufacturing,1
2014,U.S. Citizen,United States,Male,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Google,Software Engineer,New York,NY,NA,Hired from internship,NA,NA,Engineering: Electrical/Computer,technology,2
2014,Non-US Citizen,India,NA,BS,CIT,Electrical & Computer Engineering,ECE,S13,E,Amazon,Software Development Engineer,Seattle,WA,NA,TartanTRAK,NA,NA,Engineering: Electrical/Computer,retail,3
2014,U.S. Citizen,United States,Male,BFA,CFA,Design,INDDES,S14,E,Facebook,Product Designer,Menlo Park,CA,NA,NA,NA,NA,NA,technology,NA
2014,U.S. Citizen,United States,Male,BFA,CFA,Design,INDDES,S14,E,IBM,Senior Industrial Designer,Austin,TX,NA,NA,NA,NA,NA,consulting,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,COMDES,S14,E,IBM,Software Product Designer,Austin,TX,NA,Job Fairs/CAOC/Confluence,NA,NA,NA,consulting,NA
2014,Non-US Citizen,China,Male,BFA,CFA,Design,COMDES,S14,E,LinkedIn,Associate User Experience Designer,Mountain View,CA,NA,Job Fairs/CAOC/Confluence,NA,NA,Design,design,NA
2014,U.S. Citizen,United States,Male,BFA,CFA,Art,ART,S14,E,Epic Systems,Corporate Recruiter,Verona,WI,NA,NA,NA,NA,NA,technology,NA
2014,Permanent Resident,United States,Female,BFA,CFA,Design,COMDES,S14,E,Google,Interaction Designer,Mountain View,CA,NA,Job Fairs/CAOC/Confluence,NA,NA,Design,technology,4
2014,U.S. Citizen,India,Female,BFA,CFA,Design,COMDES,S14,E,LinkedIn,User Experience Designer,Mountain View,CA,NA,NA,NA,NA,NA,NA,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,INDDES,S14,E,IBM,Software Product Designer,Austin,TX,NA,NA,NA,NA,NA,NA,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,PHYART,S14,E,National Institutes of Health,Research Assistant,Bethesda,MD,NA,NA,NA,NA,NA,education,NA
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,COMPFIN,S14,E,BNY Mellon,Associate,New York,NY,NA,TartanTRAK,41579,41579,Finance:Other,financial services,NA
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,BlackRock,Analyst,New York,NY,NA,Hired from summer internship,41487,41579,Finance:Financial Analysis,financial services,3
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Susquehanna International Group,Analyst,Bala Cynwyd,PA,NA,TartanTRAK,41671,41671,Management:Operations,financial services,3
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAGENMAN,S14,E,PNC,Real Estate Banking Rotation Program,Pittsburgh,PA,NA,TartanTRAK,41518,41548,Finance:Other,financial services,2
2014,Non-US Citizen,China,Male,BS,Tepper,Business Administration,BA,S14,E,BlackRock,Advisory Analytics Analyst,New York,NY,NA,NA,NA,NA,Finance:Financial Analysis,financial services,NA
2014,Non-US Citizen,China,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Citi,Global Risk Analyst,New York,NY,NA,TartanTRAK,41579,41579,Finance:Risk Management,financial services,NA
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Deloitte,Business Analyst,Philadelphia,PA,NA,TartanTRAK,41579,41609,Consulting:Management/Strategy,consulting,3
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAGENMAN,S14,E,IBM,Consultant,Washington,DC,NA,TartanTRAK,41548,41579,Consulting:Management/Strategy,consulting,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAITM,S14,E,PricewaterhouseCoopers,Management Consultant Associate,New York,NY,NA,Hired from summer internship,41487,41487,Consulting:Management/Strategy,consulting,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BA,S14,E,IBM,Website and Communications Specialist,Pittsburgh,PA,NA,Internet Job Listing Site,41760,41760,Communications:Other,consulting,NA
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAFIN,S14,E,IBM,Consultant,Philadelphia,PA,NA,TartanTRAK,41548,41579,Consulting:Management/Strategy,consulting,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BA,S14,E,IBM,Consultant,Washington,DC,NA,TartanTRAK,41548,41579,Consulting:Management/Strategy,consulting,3
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BA,S14,E,PricewaterhouseCoopers,Risk Consulting Associate,New York,NY,NA,Networking,41548,41548,Consulting:Other,consulting,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAGENMAN,S14,E,Teach for America,NA,Baltimore,MD,NA,NA,NA,NA,Social Services:Teaching,education,NA
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Citi,"Analyst, Capital Markets Origination",New York,NY,NA,Hired from Summer Internship,41487,41518,Finance:Investment Banking,financial services,1
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,PNC,Investment Banking Analyst,Pittsburgh,PA,NA,TartanTRAK,41671,41671,Finance:Investment Banking,financial services,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAFIN,S14,E,PNC,Investment Banking Analyst,New York,NY,NA,TartanTRAK,41548,41579,Finance:Investment Banking,financial services,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Deloitte,Business Analyst,Pittsburgh,PA,NA,TartanTRAK,NA,NA,Consulting:Management/Strategy,consulting,NA
2014,Non-US Citizen,China,Male,BS,Tepper,Business Administration,BAGENMAN,F13,E,Citi,Analyst,Miami,FL,NA,NA,NA,NA,Finance:Financial Analysis,financial services,NA
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAENT,S14,E,JP Morgan Chase,Marketing Analyst,Wilmington,DE,NA,TartanTRAK,41671,41730,Marketing:Other,financial services,2
